Code,Indicator Name,Long definition,Source
WP15161_1.9,"Used an account to make a transaction through a mobile phone, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.2,"Used an account to make a transaction through a mobile phone, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.5,"Used an account to make a transaction through a mobile phone, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% age 25+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.6,"Used an account to make a transaction through a mobile phone, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.10,"Used an account to make a transaction through a mobile phone, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.7,"Used an account to make a transaction through a mobile phone, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15161_1.4,"Used an account to make a transaction through a mobile phone, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% ages 15-24). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177_3.1,Used an account to receive government transfers (% age 15+) [w2],"Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177_3.3,"Used an account to receive government transfers, female (% age 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177_3.8,"Used an account to receive government transfers, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177_3.9,"Used an account to receive government transfers, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
